algorithm,n_nodes,c,seed,total_time,K,history
goldberg_liu,8,5,99,0.0022,7,"[[8, 0.0], [7, 0.0007], [7, 0.0022]]"
high_thetas,8,5,99,0.0001,7,"[[8, 0.0], [7, 0.0001], [7, 0.0001]]"
nads_binary_search,8,5,99,8.0002,5,"[[8, 0.0], [7, 0.0005], [6, 0.0043], [5, 0.0283], [5, 8.0002]]"
betweenness,8,5,101,0.0003,7,"[[8, 0.0], [7, 0.0001], [7, 0.0003]]"
degree,8,5,101,0.0001,7,"[[8, 0.0], [7, 0.0001], [7, 0.0001]]"
degree_connected,8,5,101,0.0001,7,"[[8, 0.0], [7, 0.0001], [7, 0.0001]]"
degree_discount,8,5,101,0.0003,6,"[[8, 0.0], [6, 0.0002], [6, 0.0003]]"
degree_threshold,8,5,101,0.0001,5,"[[8, 0.0], [5, 0.0001], [5, 0.0001]]"
exact_ip,8,5,101,0.3022,4,"[[4, 0.3022]]"
goldberg_liu,8,5,101,0.0025,5,"[[8, 0.0], [7, 0.0007], [5, 0.0024], [5, 0.0025]]"
high_thetas,8,5,101,0.0001,4,"[[8, 0.0], [4, 0.0001], [4, 0.0001]]"
nads_binary_search,8,5,101,8.0002,4,"[[8, 0.0], [5, 0.0005], [4, 0.0009], [4, 8.0002]]"
betweenness,10,1,1,0.0005,2,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [2, 0.0005]]"
degree,10,1,1,0.0003,2,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [2, 0.0003]]"
degree_connected,10,1,1,0.0003,2,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [2, 0.0003]]"
degree_discount,10,1,1,0.0007,2,"[[10, 0.0], [5, 0.0002], [2, 0.0005], [2, 0.0007]]"
degree_threshold,10,1,1,0.0003,1,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [1, 0.0003], [1, 0.0003]]"
exact_ip,10,1,1,1.8145,1,"[[1, 1.8145]]"
goldberg_liu,10,1,1,0.003,2,"[[10, 0.0], [6, 0.0011], [2, 0.0028], [2, 0.003]]"
high_thetas,10,1,1,0.0003,1,"[[10, 0.0], [5, 0.0001], [2, 0.0001], [1, 0.0003], [1, 0.0003]]"
nads_binary_search,10,1,1,0.0005,1,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [1, 0.0005], [1, 0.0005]]"
betweenness,10,1,42,0.0005,1,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [1, 0.0005], [1, 0.0005]]"
degree,10,1,42,0.0003,1,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [1, 0.0003], [1, 0.0003]]"
degree_connected,10,1,42,0.0003,1,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [1, 0.0003], [1, 0.0003]]"
degree_discount,10,1,42,0.0007,1,"[[10, 0.0], [5, 0.0002], [2, 0.0005], [1, 0.0007], [1, 0.0007]]"
degree_threshold,10,1,42,0.0003,1,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [1, 0.0003], [1, 0.0003]]"
exact_ip,10,1,42,0.3139,1,"[[1, 0.3139]]"
goldberg_liu,10,1,42,0.0031,2,"[[10, 0.0], [5, 0.0011], [2, 0.0028], [2, 0.0031]]"
high_thetas,10,1,42,0.0002,1,"[[10, 0.0], [5, 0.0001], [2, 0.0001], [1, 0.0002], [1, 0.0002]]"
nads_binary_search,10,1,42,0.0004,1,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [1, 0.0004], [1, 0.0004]]"
betweenness,10,1,53,0.0005,2,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [2, 0.0005]]"
degree,10,1,53,0.0002,4,"[[10, 0.0], [5, 0.0001], [4, 0.0002], [4, 0.0002]]"
degree_connected,10,1,53,0.0002,4,"[[10, 0.0], [5, 0.0001], [4, 0.0002], [4, 0.0002]]"
degree_discount,10,1,53,0.0005,3,"[[10, 0.0], [5, 0.0002], [3, 0.0005], [3, 0.0005]]"
degree_threshold,10,1,53,0.0002,2,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [2, 0.0002]]"
exact_ip,10,1,53,2.6626,2,"[[2, 2.6626]]"
goldberg_liu,10,1,53,0.003,3,"[[10, 0.0], [5, 0.0011], [3, 0.0028], [3, 0.003]]"
high_thetas,10,1,53,0.0002,2,"[[10, 0.0], [5, 0.0001], [2, 0.0001], [2, 0.0002]]"
nads_binary_search,10,1,53,10.0,2,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [2, 10.0]]"
betweenness,10,1,99,0.0003,7,"[[10, 0.0], [7, 0.0002], [7, 0.0003]]"
degree,10,1,99,0.0002,8,"[[10, 0.0], [8, 0.0001], [8, 0.0002]]"
degree_connected,10,1,99,0.0002,8,"[[10, 0.0], [8, 0.0001], [8, 0.0002]]"
degree_discount,10,1,99,0.0004,7,"[[10, 0.0], [7, 0.0002], [7, 0.0004]]"
degree_threshold,10,1,99,0.0001,6,"[[10, 0.0], [7, 0.0001], [6, 0.0001], [6, 0.0001]]"
exact_ip,10,1,99,3.567,4,"[[4, 3.567]]"
goldberg_liu,10,1,99,0.0045,5,"[[10, 0.0], [8, 0.0011], [5, 0.0042], [5, 0.0045]]"
high_thetas,10,1,99,0.0002,3,"[[10, 0.0], [5, 0.0001], [3, 0.0002], [3, 0.0002]]"
nads_binary_search,10,1,99,10.0,2,"[[10, 0.0], [7, 0.0008], [6, 0.0009], [5, 0.0015], [4, 0.0021], [3, 0.0027], [2, 0.0174], [2, 10.0]]"
betweenness,10,1,101,0.0004,2,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [2, 0.0004]]"
degree,10,1,101,0.0002,2,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [2, 0.0002]]"
degree_connected,10,1,101,0.0002,2,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [2, 0.0002]]"
degree_discount,10,1,101,0.0005,2,"[[10, 0.0], [5, 0.0002], [2, 0.0004], [2, 0.0005]]"
degree_threshold,10,1,101,0.0002,2,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [2, 0.0002]]"
exact_ip,10,1,101,4.2445,2,"[[2, 4.2445]]"
goldberg_liu,10,1,101,0.004,3,"[[10, 0.0], [7, 0.0011], [3, 0.0038], [3, 0.004]]"
high_thetas,10,1,101,0.0002,2,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [2, 0.0002]]"
nads_binary_search,10,1,101,10.0,2,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [2, 10.0]]"
betweenness,10,2,1,0.0003,6,"[[10, 0.0], [7, 0.0001], [6, 0.0003], [6, 0.0003]]"
degree,10,2,1,0.0001,7,"[[10, 0.0], [7, 0.0001], [7, 0.0001]]"
degree_connected,10,2,1,0.0001,7,"[[10, 0.0], [7, 0.0001], [7, 0.0001]]"
degree_discount,10,2,1,0.0005,4,"[[10, 0.0], [5, 0.0002], [4, 0.0004], [4, 0.0005]]"
degree_threshold,10,2,1,0.0002,4,"[[10, 0.0], [5, 0.0001], [4, 0.0002], [4, 0.0002]]"
exact_ip,10,2,1,1.5614,2,"[[2, 1.5614]]"
goldberg_liu,10,2,1,0.003,3,"[[10, 0.0], [6, 0.0011], [3, 0.0029], [3, 0.003]]"
high_thetas,10,2,1,0.0002,2,"[[10, 0.0], [5, 0.0001], [2, 0.0001], [2, 0.0002]]"
nads_binary_search,10,2,1,10.0,2,"[[10, 0.0], [5, 0.0002], [4, 0.0007], [3, 0.0016], [2, 0.002], [2, 10.0]]"
betweenness,10,2,42,0.0005,1,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [1, 0.0005], [1, 0.0005]]"
degree,10,2,42,0.0002,3,"[[10, 0.0], [5, 0.0001], [3, 0.0002], [3, 0.0002]]"
degree_connected,10,2,42,0.0002,3,"[[10, 0.0], [5, 0.0001], [3, 0.0002], [3, 0.0002]]"
degree_discount,10,2,42,0.0006,2,"[[10, 0.0], [5, 0.0002], [2, 0.0004], [2, 0.0006]]"
degree_threshold,10,2,42,0.0003,1,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [1, 0.0003], [1, 0.0003]]"
exact_ip,10,2,42,0.4892,1,"[[1, 0.4892]]"
goldberg_liu,10,2,42,0.0032,2,"[[10, 0.0], [5, 0.0011], [2, 0.0029], [2, 0.0032]]"
high_thetas,10,2,42,0.0002,1,"[[10, 0.0], [5, 0.0001], [2, 0.0001], [1, 0.0002], [1, 0.0002]]"
nads_binary_search,10,2,42,0.0005,1,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [1, 0.0005], [1, 0.0005]]"
betweenness,10,2,53,0.0005,2,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [2, 0.0005]]"
degree,10,2,53,0.0002,4,"[[10, 0.0], [5, 0.0001], [4, 0.0002], [4, 0.0002]]"
degree_connected,10,2,53,0.0002,4,"[[10, 0.0], [5, 0.0001], [4, 0.0002], [4, 0.0002]]"
degree_discount,10,2,53,0.0005,3,"[[10, 0.0], [5, 0.0002], [3, 0.0005], [3, 0.0005]]"
degree_threshold,10,2,53,0.0002,2,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [2, 0.0002]]"
exact_ip,10,2,53,2.3499,2,"[[2, 2.3499]]"
goldberg_liu,10,2,53,0.003,3,"[[10, 0.0], [4, 0.0011], [3, 0.0028], [3, 0.003]]"
high_thetas,10,2,53,0.0002,2,"[[10, 0.0], [5, 0.0001], [2, 0.0001], [2, 0.0002]]"
nads_binary_search,10,2,53,10.0,2,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [2, 10.0]]"
betweenness,10,2,99,0.0003,7,"[[10, 0.0], [7, 0.0002], [7, 0.0003]]"
degree,10,2,99,0.0002,8,"[[10, 0.0], [9, 0.0001], [8, 0.0002], [8, 0.0002]]"
degree_connected,10,2,99,0.0002,8,"[[10, 0.0], [9, 0.0001], [8, 0.0002], [8, 0.0002]]"
degree_discount,10,2,99,0.0004,7,"[[10, 0.0], [7, 0.0002], [7, 0.0004]]"
degree_threshold,10,2,99,0.0002,6,"[[10, 0.0], [7, 0.0001], [6, 0.0002], [6, 0.0002]]"
exact_ip,10,2,99,3.2029,4,"[[4, 3.2029]]"
goldberg_liu,10,2,99,0.0045,5,"[[10, 0.0], [8, 0.0012], [5, 0.0043], [5, 0.0045]]"
high_thetas,10,2,99,0.0002,3,"[[10, 0.0], [5, 0.0001], [3, 0.0002], [3, 0.0002]]"
nads_binary_search,10,2,99,10.0,2,"[[10, 0.0], [7, 0.0008], [6, 0.0009], [5, 0.0016], [4, 0.0022], [3, 0.0028], [2, 0.0185], [2, 10.0]]"
betweenness,10,2,101,0.0004,2,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [2, 0.0004]]"
degree,10,2,101,0.0002,2,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [2, 0.0002]]"
degree_connected,10,2,101,0.0002,2,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [2, 0.0002]]"
degree_discount,10,2,101,0.0005,2,"[[10, 0.0], [5, 0.0002], [2, 0.0004], [2, 0.0005]]"
degree_threshold,10,2,101,0.0002,2,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [2, 0.0002]]"
exact_ip,10,2,101,1.826,2,"[[2, 1.826]]"
goldberg_liu,10,2,101,0.0038,3,"[[10, 0.0], [7, 0.0011], [3, 0.0038], [3, 0.0038]]"
high_thetas,10,2,101,0.0002,2,"[[10, 0.0], [5, 0.0001], [2, 0.0002], [2, 0.0002]]"
nads_binary_search,10,2,101,10.0,2,"[[10, 0.0], [5, 0.0002], [2, 0.0003], [2, 10.0]]"
betweenness,10,5,1,0.0003,6,"[[10, 0.0], [7, 0.0002], [6, 0.0003], [6, 0.0003]]"
degree,10,5,1,0.0001,7,"[[10, 0.0], [7, 0.0001], [7, 0.0001]]"
degree_connected,10,5,1,0.0001,7,"[[10, 0.0], [7, 0.0001], [7, 0.0001]]"
degree_discount,10,5,1,0.0003,7,"[[10, 0.0], [7, 0.0002], [7, 0.0003]]"
degree_threshold,10,5,1,0.0001,6,"[[10, 0.0], [7, 0.0001], [6, 0.0001], [6, 0.0001]]"
exact_ip,10,5,1,1.4009,4,"[[4, 1.4009]]"
goldberg_liu,10,5,1,0.0031,5,"[[10, 0.0], [7, 0.0011], [5, 0.0028], [5, 0.0031]]"
high_thetas,10,5,1,0.0002,4,"[[10, 0.0], [5, 0.0001], [4, 0.0002], [4, 0.0002]]"
nads_binary_search,10,5,1,10.0001,3,"[[10, 0.0], [7, 0.0007], [6, 0.0008], [5, 0.0014], [4, 0.0019], [3, 0.0583], [3, 10.0]]"
betweenness,10,5,42,0.0003,7,"[[10, 0.0], [7, 0.0002], [7, 0.0003]]"
degree,10,5,42,0.0001,7,"[[10, 0.0], [7, 0.0001], [7, 0.0001]]"
degree_connected,10,5,42,0.0001,7,"[[10, 0.0], [7, 0.0001], [7, 0.0001]]"
degree_discount,10,5,42,0.0005,8,"[[10, 0.0], [8, 0.0002], [8, 0.0005]]"
degree_threshold,10,5,42,0.0002,4,"[[10, 0.0], [5, 0.0001], [4, 0.0002], [4, 0.0002]]"
exact_ip,10,5,42,8.9466,4,"[[4, 8.9466]]"
goldberg_liu,10,5,42,0.0029,5,"[[10, 0.0], [6, 0.0012], [5, 0.0029], [5, 0.0029]]"
high_thetas,10,5,42,0.0002,4,"[[10, 0.0], [5, 0.0001], [4, 0.0002], [4, 0.0002]]"
nads_binary_search,10,5,42,10.0,3,"[[10, 0.0], [5, 0.0002], [4, 0.0011], [3, 0.004], [3, 10.0]]"
betweenness,10,5,53,0.0003,7,"[[10, 0.0], [7, 0.0002], [7, 0.0003]]"
degree,10,5,53,0.0001,6,"[[10, 0.0], [7, 0.0001], [6, 0.0001], [6, 0.0001]]"
degree_connected,10,5,53,0.0001,6,"[[10, 0.0], [7, 0.0001], [6, 0.0001], [6, 0.0001]]"
degree_discount,10,5,53,0.0005,8,"[[10, 0.0], [8, 0.0002], [8, 0.0005]]"
degree_threshold,10,5,53,0.0002,5,"[[10, 0.0], [5, 0.0001], [5, 0.0002]]"
exact_ip,10,5,53,1.3781,5,"[[5, 1.3781]]"
goldberg_liu,10,5,53,0.0031,6,"[[10, 0.0], [8, 0.0011], [6, 0.0028], [6, 0.0031]]"
high_thetas,10,5,53,0.0002,5,"[[10, 0.0], [5, 0.0001], [5, 0.0002]]"
nads_binary_search,10,5,53,10.0001,4,"[[10, 0.0], [5, 0.0002], [4, 0.3028], [4, 10.0]]"
betweenness,10,5,99,0.0004,8,"[[10, 0.0], [9, 0.0002], [8, 0.0004], [8, 0.0004]]"
degree,10,5,99,0.0002,9,"[[10, 0.0], [10, 0.0], [9, 0.0002], [9, 0.0002]]"
degree_connected,10,5,99,0.0002,9,"[[10, 0.0], [10, 0.0001], [9, 0.0002], [9, 0.0002]]"
degree_discount,10,5,99,0.0005,8,"[[10, 0.0], [8, 0.0002], [8, 0.0005]]"
degree_threshold,10,5,99,0.0002,8,"[[10, 0.0], [9, 0.0001], [8, 0.0002], [8, 0.0002]]"
exact_ip,10,5,99,3.243,8,"[[8, 3.243]]"
goldberg_liu,10,5,99,0.0038,9,"[[10, 0.0], [9, 0.0012], [9, 0.0038]]"
high_thetas,10,5,99,0.0002,8,"[[10, 0.0], [9, 0.0001], [8, 0.0002], [8, 0.0002]]"
nads_binary_search,10,5,99,10.0001,6,"[[10, 0.0], [9, 0.0008], [8, 0.0014], [7, 0.0049], [6, 0.0156], [6, 10.0001]]"
betweenness,10,5,101,0.0004,8,"[[10, 0.0], [8, 0.0001], [8, 0.0004]]"
degree,10,5,101,0.0002,8,"[[10, 0.0], [9, 0.0001], [8, 0.0002], [8, 0.0002]]"
degree_connected,10,5,101,0.0002,8,"[[10, 0.0], [9, 0.0001], [8, 0.0002], [8, 0.0002]]"
degree_discount,10,5,101,0.0005,8,"[[10, 0.0], [8, 0.0002], [8, 0.0005]]"
degree_threshold,10,5,101,0.0001,7,"[[10, 0.0], [7, 0.0001], [7, 0.0001]]"
exact_ip,10,5,101,1.2929,4,"[[4, 1.2929]]"
goldberg_liu,10,5,101,0.0047,6,"[[10, 0.0], [7, 0.0011], [6, 0.0046], [6, 0.0047]]"
high_thetas,10,5,101,0.0002,4,"[[10, 0.0], [5, 0.0001], [4, 0.0002], [4, 0.0002]]"
nads_binary_search,10,5,101,10.0,3,"[[10, 0.0], [7, 0.0007], [6, 0.0018], [5, 0.0024], [4, 0.003], [3, 0.0898], [3, 10.0]]"
betweenness,12,1,1,0.0009,3,"[[12, 0.0], [6, 0.0002], [3, 0.0004], [3, 0.0009]]"
degree,12,1,1,0.0003,6,"[[12, 0.0], [6, 0.0001], [6, 0.0003]]"
degree_connected,12,1,1,0.0003,6,"[[12, 0.0], [6, 0.0001], [6, 0.0003]]"
degree_discount,12,1,1,0.0009,5,"[[12, 0.0], [6, 0.0003], [5, 0.0009], [5, 0.0009]]"
degree_threshold,12,1,1,0.0004,3,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [3, 0.0004]]"
exact_ip,12,1,1,9.4368,2,"[[2, 9.4368]]"
goldberg_liu,12,1,1,0.0048,3,"[[12, 0.0], [6, 0.0017], [3, 0.0044], [3, 0.0048]]"
high_thetas,12,1,1,0.0004,2,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [2, 0.0004], [2, 0.0004]]"
nads_binary_search,12,1,1,12.0001,2,"[[12, 0.0], [6, 0.0002], [3, 0.0003], [2, 0.0016], [2, 12.0001]]"
betweenness,12,1,42,0.0009,3,"[[12, 0.0], [6, 0.0002], [3, 0.0005], [3, 0.0009]]"
degree,12,1,42,0.0004,3,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [3, 0.0004]]"
degree_connected,12,1,42,0.0004,3,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [3, 0.0004]]"
degree_discount,12,1,42,0.001,2,"[[12, 0.0], [6, 0.0003], [3, 0.0005], [2, 0.001], [2, 0.001]]"
degree_threshold,12,1,42,0.0004,1,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [1, 0.0004], [1, 0.0004]]"
exact_ip,12,1,42,3.3091,1,"[[1, 3.3091]]"
goldberg_liu,12,1,42,0.0078,3,"[[12, 0.0], [6, 0.0016], [4, 0.0074], [3, 0.0076], [3, 0.0078]]"
high_thetas,12,1,42,0.0003,2,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [2, 0.0003], [2, 0.0003]]"
nads_binary_search,12,1,42,0.0006,1,"[[12, 0.0], [6, 0.0002], [3, 0.0004], [1, 0.0005], [1, 0.0005]]"
betweenness,12,1,53,0.0008,2,"[[12, 0.0], [6, 0.0002], [3, 0.0004], [2, 0.0008], [2, 0.0008]]"
degree,12,1,53,0.0004,2,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [2, 0.0004], [2, 0.0004]]"
degree_connected,12,1,53,0.0004,3,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [3, 0.0004]]"
degree_discount,12,1,53,0.0009,2,"[[12, 0.0], [6, 0.0002], [3, 0.0004], [2, 0.0009], [2, 0.0009]]"
degree_threshold,12,1,53,0.0004,2,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [2, 0.0004], [2, 0.0004]]"
exact_ip,12,1,53,27.3326,2,"[[2, 27.3326]]"
goldberg_liu,12,1,53,0.0069,3,"[[12, 0.0], [6, 0.0017], [3, 0.0067], [3, 0.0069]]"
high_thetas,12,1,53,0.0003,2,"[[12, 0.0], [6, 0.0001], [3, 0.0001], [2, 0.0003], [2, 0.0003]]"
nads_binary_search,12,1,53,12.0,2,"[[12, 0.0], [6, 0.0002], [3, 0.0003], [2, 0.0007], [2, 12.0]]"
betweenness,12,1,99,0.0005,8,"[[12, 0.0], [9, 0.0002], [8, 0.0005], [8, 0.0005]]"
degree,12,1,99,0.0002,9,"[[12, 0.0], [9, 0.0001], [9, 0.0002]]"
degree_connected,12,1,99,0.0002,9,"[[12, 0.0], [9, 0.0001], [9, 0.0002]]"
degree_discount,12,1,99,0.0005,8,"[[12, 0.0], [8, 0.0003], [8, 0.0005]]"
degree_threshold,12,1,99,0.0004,6,"[[12, 0.0], [6, 0.0001], [6, 0.0004]]"
exact_ip,12,1,99,11.0841,4,"[[4, 11.0841]]"
goldberg_liu,12,1,99,0.0069,5,"[[12, 0.0], [9, 0.0016], [5, 0.0065], [5, 0.0069]]"
high_thetas,12,1,99,0.0003,4,"[[12, 0.0], [6, 0.0001], [4, 0.0003], [4, 0.0003]]"
nads_binary_search,12,1,99,12.0002,3,"[[12, 0.0], [6, 0.0002], [5, 0.0031], [4, 0.0039], [3, 0.0271], [3, 12.0002]]"
betweenness,12,1,101,0.0007,3,"[[12, 0.0], [6, 0.0002], [3, 0.0004], [3, 0.0007]]"
degree,12,1,101,0.0002,4,"[[12, 0.0], [6, 0.0001], [4, 0.0002], [4, 0.0002]]"
degree_connected,12,1,101,0.0002,4,"[[12, 0.0], [6, 0.0001], [4, 0.0002], [4, 0.0002]]"
degree_discount,12,1,101,0.0006,4,"[[12, 0.0], [6, 0.0003], [4, 0.0006], [4, 0.0006]]"
degree_threshold,12,1,101,0.0003,3,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [3, 0.0003]]"
exact_ip,12,1,101,43.6927,3,"[[3, 43.6927]]"
goldberg_liu,12,1,101,0.0042,4,"[[12, 0.0], [8, 0.0016], [4, 0.0042], [4, 0.0042]]"
high_thetas,12,1,101,0.0003,2,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [2, 0.0003], [2, 0.0003]]"
nads_binary_search,12,1,101,12.0,2,"[[12, 0.0], [6, 0.0002], [3, 0.0004], [2, 0.0014], [2, 12.0]]"
betweenness,12,2,1,0.0009,3,"[[12, 0.0], [6, 0.0002], [3, 0.0004], [3, 0.0009]]"
degree,12,2,1,0.0002,5,"[[12, 0.0], [6, 0.0001], [5, 0.0002], [5, 0.0002]]"
degree_connected,12,2,1,0.0002,5,"[[12, 0.0], [6, 0.0001], [5, 0.0002], [5, 0.0002]]"
degree_discount,12,2,1,0.0007,5,"[[12, 0.0], [6, 0.0003], [5, 0.0005], [5, 0.0007]]"
degree_threshold,12,2,1,0.0004,3,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [3, 0.0004]]"
exact_ip,12,2,1,4.8224,2,"[[2, 4.8224]]"
goldberg_liu,12,2,1,0.0048,3,"[[12, 0.0], [6, 0.0017], [3, 0.0045], [3, 0.0048]]"
high_thetas,12,2,1,0.0004,2,"[[12, 0.0], [6, 0.0001], [3, 0.0001], [2, 0.0004], [2, 0.0004]]"
nads_binary_search,12,2,1,12.0001,2,"[[12, 0.0], [6, 0.0002], [3, 0.0003], [2, 0.0015], [2, 12.0001]]"
betweenness,12,2,42,0.0004,8,"[[12, 0.0], [8, 0.0002], [8, 0.0004]]"
degree,12,2,42,0.0001,8,"[[12, 0.0], [8, 0.0001], [8, 0.0001]]"
degree_connected,12,2,42,0.0002,8,"[[12, 0.0], [8, 0.0001], [8, 0.0002]]"
degree_discount,12,2,42,0.0009,5,"[[12, 0.0], [6, 0.0003], [5, 0.0009], [5, 0.0009]]"
degree_threshold,12,2,42,0.0003,5,"[[12, 0.0], [6, 0.0001], [5, 0.0002], [5, 0.0003]]"
exact_ip,12,2,42,5.8964,1,"[[1, 5.8964]]"
goldberg_liu,12,2,42,0.0064,3,"[[12, 0.0], [6, 0.0016], [3, 0.0063], [3, 0.0064]]"
high_thetas,12,2,42,0.0003,1,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [1, 0.0003], [1, 0.0003]]"
nads_binary_search,12,2,42,0.0041,1,"[[12, 0.0], [6, 0.0002], [5, 0.001], [4, 0.0025], [3, 0.0032], [2, 0.0038], [1, 0.004], [1, 0.004]]"
betweenness,12,2,53,0.0011,2,"[[12, 0.0], [6, 0.0003], [3, 0.0006], [2, 0.0011], [2, 0.0011]]"
degree,12,2,53,0.0005,2,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [2, 0.0005], [2, 0.0005]]"
degree_connected,12,2,53,0.0004,3,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [3, 0.0004]]"
degree_discount,12,2,53,0.0012,2,"[[12, 0.0], [6, 0.0003], [3, 0.0006], [2, 0.0012], [2, 0.0012]]"
degree_threshold,12,2,53,0.0005,2,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [2, 0.0005], [2, 0.0005]]"
exact_ip,12,2,53,7.2969,2,"[[2, 7.2969]]"
goldberg_liu,12,2,53,0.0078,3,"[[12, 0.0], [6, 0.002], [3, 0.0075], [3, 0.0078]]"
high_thetas,12,2,53,0.0004,2,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [2, 0.0004], [2, 0.0004]]"
nads_binary_search,12,2,53,12.0,2,"[[12, 0.0], [6, 0.0002], [3, 0.0004], [2, 0.0006], [2, 12.0]]"
betweenness,12,2,99,0.0006,8,"[[12, 0.0], [9, 0.0002], [8, 0.0006], [8, 0.0006]]"
degree,12,2,99,0.0002,9,"[[12, 0.0], [9, 0.0001], [9, 0.0002]]"
degree_connected,12,2,99,0.0002,9,"[[12, 0.0], [9, 0.0001], [9, 0.0002]]"
degree_discount,12,2,99,0.0004,8,"[[12, 0.0], [8, 0.0002], [8, 0.0004]]"
degree_threshold,12,2,99,0.0002,7,"[[12, 0.0], [8, 0.0001], [7, 0.0002], [7, 0.0002]]"
exact_ip,12,2,99,48.0323,5,"[[5, 48.0323]]"
goldberg_liu,12,2,99,0.0067,6,"[[12, 0.0], [9, 0.0016], [6, 0.0065], [6, 0.0067]]"
high_thetas,12,2,99,0.0003,5,"[[12, 0.0], [6, 0.0001], [5, 0.0003], [5, 0.0003]]"
nads_binary_search,12,2,99,12.0002,3,"[[12, 0.0], [8, 0.0011], [7, 0.0012], [6, 0.002], [5, 0.0029], [4, 0.0122], [3, 0.0291], [3, 12.0002]]"
betweenness,12,2,101,0.0008,2,"[[12, 0.0], [6, 0.0002], [3, 0.0004], [2, 0.0008], [2, 0.0008]]"
degree,12,2,101,0.0004,2,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [2, 0.0004], [2, 0.0004]]"
degree_connected,12,2,101,0.0004,2,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [2, 0.0004], [2, 0.0004]]"
degree_discount,12,2,101,0.0009,2,"[[12, 0.0], [6, 0.0003], [3, 0.0005], [2, 0.0009], [2, 0.0009]]"
degree_threshold,12,2,101,0.0004,2,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [2, 0.0004], [2, 0.0004]]"
exact_ip,12,2,101,13.3416,2,"[[2, 13.3416]]"
goldberg_liu,12,2,101,0.0047,3,"[[12, 0.0], [8, 0.0016], [3, 0.0045], [3, 0.0047]]"
high_thetas,12,2,101,0.0003,2,"[[12, 0.0], [6, 0.0001], [3, 0.0002], [2, 0.0003], [2, 0.0003]]"
nads_binary_search,12,2,101,12.0,2,"[[12, 0.0], [6, 0.0002], [3, 0.0003], [2, 0.0006], [2, 12.0]]"
betweenness,12,5,1,0.0004,9,"[[12, 0.0], [10, 0.0002], [9, 0.0004], [9, 0.0004]]"
degree,12,5,1,0.0001,8,"[[12, 0.0], [8, 0.0001], [8, 0.0001]]"
degree_connected,12,5,1,0.0002,8,"[[12, 0.0], [8, 0.0001], [8, 0.0002]]"
degree_discount,12,5,1,0.0005,8,"[[12, 0.0], [8, 0.0002], [8, 0.0005]]"
degree_threshold,12,5,1,0.0001,7,"[[12, 0.0], [7, 0.0001], [7, 0.0001]]"
exact_ip,12,5,1,4.132,5,"[[5, 4.132]]"
goldberg_liu,12,5,1,0.0049,6,"[[12, 0.0], [7, 0.0017], [6, 0.0047], [6, 0.0049]]"
high_thetas,12,5,1,0.0002,5,"[[12, 0.0], [6, 0.0001], [5, 0.0002], [5, 0.0002]]"
