algorithm,n_nodes,c,seed,total_time,K,history
betweenness,200,20,99,0.1193,108,"[[200, 0.0], [108, 0.0299], [108, 0.1193]]"
degree,200,20,99,0.0022,107,"[[200, 0.0], [107, 0.0006], [107, 0.0022]]"
degree_connected,200,20,99,0.0209,107,"[[200, 0.0], [107, 0.0051], [107, 0.0209]]"
degree_discount,200,20,99,0.013,117,"[[200, 0.0], [117, 0.0025], [117, 0.013]]"
degree_threshold,200,20,99,0.0009,102,"[[200, 0.0], [102, 0.0005], [102, 0.0009]]"
high_thetas,200,20,99,0.0067,47,"[[200, 0.0], [100, 0.0003], [50, 0.0016], [48, 0.0049], [47, 0.0067], [47, 0.0067]]"
betweenness,200,20,101,0.147,111,"[[200, 0.0], [111, 0.0296], [111, 0.147]]"
degree,200,20,101,0.0025,115,"[[200, 0.0], [115, 0.0006], [115, 0.0025]]"
degree_connected,200,20,101,0.0276,115,"[[200, 0.0], [115, 0.0051], [115, 0.0276]]"
degree_discount,200,20,101,0.0099,109,"[[200, 0.0], [109, 0.0019], [109, 0.0099]]"
degree_threshold,200,20,101,0.0013,104,"[[200, 0.0], [104, 0.0005], [104, 0.0013]]"
high_thetas,200,20,101,0.0049,44,"[[200, 0.0], [100, 0.0003], [50, 0.0013], [46, 0.0033], [44, 0.0049], [44, 0.0049]]"
betweenness,400,1,1,0.7726,116,"[[400, 0.0], [200, 0.1283], [116, 0.2588], [116, 0.7726]]"
degree,400,1,1,0.0184,114,"[[400, 0.0], [200, 0.0015], [122, 0.0048], [116, 0.0116], [114, 0.0184], [114, 0.0184]]"
degree_connected,400,1,1,0.1146,111,"[[400, 0.0], [200, 0.0285], [122, 0.042], [111, 0.057], [111, 0.1146]]"
degree_discount,400,1,1,0.0925,79,"[[400, 0.0], [200, 0.0058], [100, 0.017], [93, 0.0443], [84, 0.057], [79, 0.069], [79, 0.0925]]"
degree_threshold,400,1,1,0.043,46,"[[400, 0.0], [200, 0.0011], [100, 0.0032], [50, 0.0086], [46, 0.0317], [46, 0.043]]"
high_thetas,400,1,1,0.0217,71,"[[400, 0.0], [200, 0.0009], [100, 0.0031], [75, 0.0091], [71, 0.0194], [71, 0.0217]]"
betweenness,400,1,2,0.899,118,"[[400, 0.0], [200, 0.127], [118, 0.2546], [118, 0.899]]"
degree,400,1,2,0.0216,118,"[[400, 0.0], [200, 0.0017], [118, 0.0053], [118, 0.0216]]"
degree_connected,400,1,2,0.1178,119,"[[400, 0.0], [200, 0.0283], [119, 0.0428], [119, 0.1178]]"
degree_discount,400,1,2,0.0527,110,"[[400, 0.0], [200, 0.006], [118, 0.0154], [113, 0.0334], [111, 0.0429], [110, 0.0527], [110, 0.0527]]"
degree_threshold,400,1,2,0.0535,42,"[[400, 0.0], [200, 0.0011], [100, 0.0032], [50, 0.0083], [43, 0.0278], [42, 0.0535], [42, 0.0535]]"
high_thetas,400,1,2,0.0243,67,"[[400, 0.0], [200, 0.0009], [100, 0.0032], [75, 0.0091], [68, 0.0164], [67, 0.0243], [67, 0.0243]]"
betweenness,400,1,3,1.0254,51,"[[400, 0.0], [200, 0.1237], [100, 0.2485], [75, 0.5032], [62, 0.6318], [56, 0.7626], [53, 0.8937], [51, 1.0254], [51, 1.0254]]"
degree,400,1,3,0.0399,63,"[[400, 0.0], [200, 0.0014], [100, 0.0049], [86, 0.0119], [68, 0.0177], [63, 0.0293], [63, 0.0399]]"
degree_connected,400,1,3,0.1055,69,"[[400, 0.0], [200, 0.0284], [100, 0.0413], [86, 0.0515], [77, 0.0727], [72, 0.0837], [70, 0.0946], [69, 0.1055], [69, 0.1055]]"
degree_discount,400,1,3,0.088,67,"[[400, 0.0], [200, 0.0059], [100, 0.0146], [83, 0.0284], [74, 0.0515], [70, 0.0635], [68, 0.0751], [67, 0.088], [67, 0.088]]"
degree_threshold,400,1,3,0.0415,29,"[[400, 0.0], [200, 0.0012], [100, 0.0032], [50, 0.0075], [37, 0.0182], [31, 0.0276], [29, 0.0415], [29, 0.0415]]"
high_thetas,400,1,3,0.0208,77,"[[400, 0.0], [200, 0.0009], [100, 0.0029], [87, 0.0068], [81, 0.0104], [78, 0.015], [77, 0.0208], [77, 0.0208]]"
betweenness,400,1,7,1.033,85,"[[400, 0.0], [200, 0.1254], [100, 0.2523], [87, 0.6438], [85, 1.033], [85, 1.033]]"
degree,400,1,7,0.0411,96,"[[400, 0.0], [200, 0.0014], [100, 0.0055], [96, 0.0328], [96, 0.0411]]"
degree_connected,400,1,7,0.1338,92,"[[400, 0.0], [200, 0.0287], [100, 0.043], [93, 0.0937], [92, 0.1338], [92, 0.1338]]"
degree_discount,400,1,7,0.0714,189,"[[400, 0.0], [200, 0.0099], [190, 0.0187], [189, 0.0714], [189, 0.0714]]"
degree_threshold,400,1,7,0.0472,47,"[[400, 0.0], [200, 0.0009], [100, 0.003], [50, 0.0088], [48, 0.0405], [47, 0.0472], [47, 0.0472]]"
high_thetas,400,1,7,0.0274,69,"[[400, 0.0], [200, 0.0009], [100, 0.0032], [75, 0.01], [71, 0.0195], [69, 0.0274], [69, 0.0274]]"
betweenness,400,1,13,1.1408,93,"[[400, 0.0], [200, 0.1239], [100, 0.2505], [93, 0.7641], [93, 1.1408]]"
degree,400,1,13,0.0196,135,"[[400, 0.0], [200, 0.0019], [145, 0.0047], [139, 0.012], [136, 0.0148], [135, 0.0196], [135, 0.0196]]"
degree_connected,400,1,13,0.1519,147,"[[400, 0.0], [200, 0.0294], [147, 0.0424], [147, 0.1519]]"
degree_discount,400,1,13,0.0556,153,"[[400, 0.0], [200, 0.0073], [153, 0.0168], [153, 0.0556]]"
degree_threshold,400,1,13,0.0251,73,"[[400, 0.0], [200, 0.0012], [100, 0.0038], [95, 0.0081], [83, 0.0139], [77, 0.0174], [74, 0.0213], [73, 0.0251], [73, 0.0251]]"
high_thetas,400,1,13,0.0264,62,"[[400, 0.0], [200, 0.0009], [100, 0.0027], [75, 0.0069], [62, 0.0149], [62, 0.0264]]"
betweenness,400,1,17,1.0494,32,"[[400, 0.0], [200, 0.1273], [100, 0.2559], [50, 0.3885], [37, 0.652], [34, 0.9139], [32, 1.0494], [32, 1.0494]]"
degree,400,1,17,0.065,33,"[[400, 0.0], [200, 0.0016], [100, 0.0054], [50, 0.0127], [37, 0.0286], [34, 0.0467], [33, 0.065], [33, 0.065]]"
degree_connected,400,1,17,0.1148,33,"[[400, 0.0], [200, 0.0287], [100, 0.0428], [50, 0.0536], [37, 0.0713], [34, 0.0924], [33, 0.1148], [33, 0.1148]]"
degree_discount,400,1,17,0.1216,34,"[[400, 0.0], [200, 0.0055], [100, 0.0141], [50, 0.0307], [37, 0.0644], [34, 0.1018], [34, 0.1216]]"
degree_threshold,400,1,17,0.0522,22,"[[400, 0.0], [200, 0.0011], [100, 0.0029], [50, 0.0064], [25, 0.0156], [23, 0.0396], [22, 0.0522], [22, 0.0522]]"
high_thetas,400,1,17,0.0257,69,"[[400, 0.0], [200, 0.0009], [100, 0.0029], [75, 0.008], [71, 0.019], [69, 0.0257], [69, 0.0257]]"
betweenness,400,1,42,0.9039,69,"[[400, 0.0], [200, 0.1272], [100, 0.2551], [77, 0.3877], [69, 0.5183], [69, 0.9039]]"
degree,400,1,42,0.0305,58,"[[400, 0.0], [200, 0.0016], [100, 0.0044], [58, 0.0119], [58, 0.0305]]"
degree_connected,400,1,42,0.0669,101,"[[400, 0.0], [200, 0.0281], [106, 0.0409], [103, 0.054], [101, 0.0669], [101, 0.0669]]"
degree_discount,400,1,42,0.1095,43,"[[400, 0.0], [200, 0.0052], [100, 0.0127], [50, 0.0249], [43, 0.0524], [43, 0.1095]]"
degree_threshold,400,1,42,0.0351,39,"[[400, 0.0], [200, 0.0011], [100, 0.0031], [50, 0.007], [43, 0.0191], [40, 0.0243], [39, 0.0351], [39, 0.0351]]"
high_thetas,400,1,42,0.0216,76,"[[400, 0.0], [200, 0.0009], [100, 0.003], [87, 0.0076], [81, 0.0119], [78, 0.0167], [76, 0.0216], [76, 0.0216]]"
betweenness,400,1,53,0.8981,63,"[[400, 0.0], [200, 0.1243], [100, 0.2516], [75, 0.5089], [67, 0.6405], [64, 0.7704], [63, 0.8981], [63, 0.8981]]"
degree,400,1,53,0.0386,68,"[[400, 0.0], [200, 0.0017], [100, 0.0049], [75, 0.0143], [68, 0.0233], [68, 0.0386]]"
degree_connected,400,1,53,0.1136,74,"[[400, 0.0], [200, 0.0285], [100, 0.0416], [75, 0.0622], [74, 0.1136], [74, 0.1136]]"
degree_discount,400,1,53,0.0481,114,"[[400, 0.0], [200, 0.0064], [114, 0.0141], [114, 0.0481]]"
degree_threshold,400,1,53,0.0383,29,"[[400, 0.0], [200, 0.001], [100, 0.003], [50, 0.0067], [37, 0.0187], [31, 0.0247], [29, 0.0383], [29, 0.0383]]"
high_thetas,400,1,53,0.0494,42,"[[400, 0.0], [200, 0.0008], [100, 0.0023], [50, 0.0102], [43, 0.0235], [42, 0.0494], [42, 0.0494]]"
betweenness,400,1,99,0.6307,105,"[[400, 0.0], [200, 0.1252], [105, 0.251], [105, 0.6307]]"
degree,400,1,99,0.0124,105,"[[400, 0.0], [200, 0.0017], [105, 0.0044], [105, 0.0124]]"
degree_connected,400,1,99,0.079,105,"[[400, 0.0], [200, 0.0283], [105, 0.0408], [105, 0.079]]"
degree_discount,400,1,99,0.0155,204,"[[400, 0.0], [204, 0.0051], [204, 0.0155]]"
degree_threshold,400,1,99,0.0276,45,"[[400, 0.0], [200, 0.001], [100, 0.0032], [50, 0.0075], [48, 0.0176], [45, 0.0225], [45, 0.0276]]"
high_thetas,400,1,99,0.0166,92,"[[400, 0.0], [200, 0.0008], [100, 0.0034], [93, 0.0102], [92, 0.0166], [92, 0.0166]]"
betweenness,400,1,101,1.1604,36,"[[400, 0.0], [200, 0.1255], [100, 0.2514], [50, 0.379], [37, 0.6394], [36, 1.1604], [36, 1.1604]]"
degree,400,1,101,0.0491,45,"[[400, 0.0], [200, 0.002], [100, 0.0054], [50, 0.0109], [46, 0.037], [45, 0.0491], [45, 0.0491]]"
degree_connected,400,1,101,0.104,46,"[[400, 0.0], [200, 0.0288], [100, 0.0422], [50, 0.0512], [46, 0.0871], [46, 0.104]]"
degree_discount,400,1,101,0.0491,116,"[[400, 0.0], [200, 0.0053], [116, 0.0142], [116, 0.0491]]"
degree_threshold,400,1,101,0.0504,21,"[[400, 0.0], [200, 0.0011], [100, 0.0033], [50, 0.0074], [25, 0.0149], [21, 0.0296], [21, 0.0504]]"
high_thetas,400,1,101,0.0163,78,"[[400, 0.0], [200, 0.0009], [100, 0.0026], [87, 0.0062], [81, 0.0097], [78, 0.0144], [78, 0.0163]]"
betweenness,400,5,1,0.8964,122,"[[400, 0.0], [200, 0.1279], [122, 0.2577], [122, 0.8964]]"
degree,400,5,1,0.0175,124,"[[400, 0.0], [200, 0.0016], [124, 0.0049], [124, 0.0175]]"
degree_connected,400,5,1,0.1203,124,"[[400, 0.0], [200, 0.0286], [124, 0.0424], [124, 0.1203]]"
degree_discount,400,5,1,0.0607,117,"[[400, 0.0], [200, 0.0059], [117, 0.0159], [117, 0.0607]]"
degree_threshold,400,5,1,0.0234,63,"[[400, 0.0], [200, 0.0011], [100, 0.0033], [63, 0.0082], [63, 0.0234]]"
high_thetas,400,5,1,0.0296,72,"[[400, 0.0], [200, 0.0009], [100, 0.0032], [75, 0.0096], [73, 0.0232], [72, 0.0296], [72, 0.0296]]"
betweenness,400,5,2,0.9408,119,"[[400, 0.0], [200, 0.1343], [119, 0.2693], [119, 0.9408]]"
degree,400,5,2,0.0232,119,"[[400, 0.0], [200, 0.0018], [119, 0.0059], [119, 0.0232]]"
degree_connected,400,5,2,0.1204,120,"[[400, 0.0], [200, 0.0285], [120, 0.0431], [120, 0.1204]]"
degree_discount,400,5,2,0.0574,118,"[[400, 0.0], [200, 0.0065], [118, 0.0162], [118, 0.0574]]"
degree_threshold,400,5,2,0.0443,47,"[[400, 0.0], [200, 0.0011], [100, 0.0033], [50, 0.0088], [48, 0.0379], [47, 0.0443], [47, 0.0443]]"
high_thetas,400,5,2,0.0187,70,"[[400, 0.0], [200, 0.0009], [100, 0.0032], [75, 0.0073], [71, 0.0128], [70, 0.0187], [70, 0.0187]]"
betweenness,400,5,3,1.1712,77,"[[400, 0.0], [200, 0.1276], [100, 0.2576], [87, 0.6494], [81, 0.7793], [78, 0.9104], [77, 1.1712], [77, 1.1712]]"
degree,400,5,3,0.0143,104,"[[400, 0.0], [200, 0.0014], [112, 0.0046], [106, 0.0077], [104, 0.0143], [104, 0.0143]]"
degree_connected,400,5,3,0.1237,98,"[[400, 0.0], [200, 0.0284], [100, 0.0415], [99, 0.0734], [98, 0.1237], [98, 0.1237]]"
degree_discount,400,5,3,0.0782,93,"[[400, 0.0], [200, 0.0061], [100, 0.015], [93, 0.0545], [93, 0.0782]]"
degree_threshold,400,5,3,0.0333,47,"[[400, 0.0], [200, 0.0012], [100, 0.0032], [50, 0.0077], [49, 0.0175], [47, 0.0333], [47, 0.0333]]"
high_thetas,400,5,3,0.0211,76,"[[400, 0.0], [200, 0.0009], [100, 0.0029], [87, 0.0068], [81, 0.0105], [78, 0.0155], [76, 0.0211], [76, 0.0211]]"
betweenness,400,5,7,0.8929,117,"[[400, 0.0], [200, 0.1258], [117, 0.2538], [117, 0.8929]]"
degree,400,5,7,0.0199,122,"[[400, 0.0], [200, 0.0014], [122, 0.005], [122, 0.0199]]"
degree_connected,400,5,7,0.1195,122,"[[400, 0.0], [200, 0.0286], [122, 0.0425], [122, 0.1195]]"
degree_discount,400,5,7,0.0418,220,"[[400, 0.0], [220, 0.0076], [220, 0.0418]]"
degree_threshold,400,5,7,0.0258,71,"[[400, 0.0], [200, 0.0009], [100, 0.003], [72, 0.0083], [71, 0.0258], [71, 0.0258]]"
high_thetas,400,5,7,0.028,69,"[[400, 0.0], [200, 0.0009], [100, 0.0032], [75, 0.0101], [71, 0.019], [69, 0.028], [69, 0.028]]"
betweenness,400,5,13,0.2505,202,"[[400, 0.0], [202, 0.126], [202, 0.2505]]"
degree,400,5,13,0.0044,202,"[[400, 0.0], [202, 0.0022], [202, 0.0044]]"
degree_connected,400,5,13,0.0598,202,"[[400, 0.0], [202, 0.0299], [202, 0.0598]]"
degree_discount,400,5,13,0.0325,206,"[[400, 0.0], [233, 0.0052], [216, 0.013], [208, 0.0192], [206, 0.0264], [206, 0.0325]]"
degree_threshold,400,5,13,0.0067,102,"[[400, 0.0], [200, 0.0012], [102, 0.004], [102, 0.0067]]"
high_thetas,400,5,13,0.0367,61,"[[400, 0.0], [200, 0.0009], [100, 0.0027], [75, 0.0067], [62, 0.0155], [61, 0.0367], [61, 0.0367]]"
betweenness,400,5,17,0.3774,203,"[[400, 0.0], [203, 0.1254], [203, 0.3774]]"
degree,400,5,17,0.0034,202,"[[400, 0.0], [202, 0.0017], [202, 0.0034]]"
degree_connected,400,5,17,0.0581,202,"[[400, 0.0], [202, 0.029], [202, 0.0581]]"
degree_discount,400,5,17,0.0109,202,"[[400, 0.0], [202, 0.0055], [202, 0.0109]]"
degree_threshold,400,5,17,0.0046,102,"[[400, 0.0], [200, 0.0012], [102, 0.0029], [102, 0.0046]]"
high_thetas,400,5,17,0.0234,72,"[[400, 0.0], [200, 0.0009], [100, 0.0029], [75, 0.0082], [73, 0.0179], [72, 0.0234], [72, 0.0234]]"
betweenness,400,5,42,0.3758,204,"[[400, 0.0], [204, 0.1253], [204, 0.3758]]"
degree,400,5,42,0.0042,204,"[[400, 0.0], [204, 0.0014], [204, 0.0042]]"
degree_connected,400,5,42,0.0856,204,"[[400, 0.0], [204, 0.0284], [204, 0.0856]]"
degree_discount,400,5,42,0.0151,203,"[[400, 0.0], [203, 0.0049], [203, 0.0151]]"
degree_threshold,400,5,42,0.0048,102,"[[400, 0.0], [200, 0.0011], [102, 0.003], [102, 0.0048]]"
high_thetas,400,5,42,0.0218,76,"[[400, 0.0], [200, 0.0009], [100, 0.0032], [87, 0.0076], [81, 0.0121], [78, 0.0168], [76, 0.0218], [76, 0.0218]]"
betweenness,400,5,53,0.378,203,"[[400, 0.0], [203, 0.1258], [203, 0.378]]"
degree,400,5,53,0.0046,203,"[[400, 0.0], [203, 0.0016], [203, 0.0046]]"
degree_connected,400,5,53,0.0858,203,"[[400, 0.0], [203, 0.0286], [203, 0.0858]]"
degree_discount,400,5,53,0.0267,209,"[[400, 0.0], [209, 0.0056], [209, 0.0267]]"
degree_threshold,400,5,53,0.0021,202,"[[400, 0.0], [202, 0.0011], [202, 0.0021]]"
high_thetas,400,5,53,0.0393,47,"[[400, 0.0], [200, 0.0009], [100, 0.0024], [50, 0.0112], [48, 0.0298], [47, 0.0393], [47, 0.0393]]"
betweenness,400,5,99,0.2476,202,"[[400, 0.0], [202, 0.124], [202, 0.2476]]"
degree,400,5,99,0.0028,202,"[[400, 0.0], [202, 0.0014], [202, 0.0028]]"
degree_connected,400,5,99,0.0562,202,"[[400, 0.0], [202, 0.028], [202, 0.0562]]"
degree_discount,400,5,99,0.0161,203,"[[400, 0.0], [203, 0.0052], [203, 0.0161]]"
degree_threshold,400,5,99,0.0051,102,"[[400, 0.0], [200, 0.001], [102, 0.0031], [102, 0.0051]]"
high_thetas,400,5,99,0.0178,86,"[[400, 0.0], [200, 0.0008], [100, 0.0035], [87, 0.01], [86, 0.0178], [86, 0.0178]]"
betweenness,400,5,101,0.3735,102,"[[400, 0.0], [200, 0.1237], [102, 0.2479], [102, 0.3734]]"
degree,400,5,101,0.0055,208,"[[400, 0.0], [208, 0.0014], [208, 0.0055]]"
degree_connected,400,5,101,0.1154,208,"[[400, 0.0], [208, 0.0281], [208, 0.1154]]"
degree_discount,400,5,101,0.022,208,"[[400, 0.0], [209, 0.0055], [208, 0.0165], [208, 0.022]]"
degree_threshold,400,5,101,0.0081,107,"[[400, 0.0], [200, 0.001], [107, 0.0028], [107, 0.0081]]"
high_thetas,400,5,101,0.0149,81,"[[400, 0.0], [200, 0.0009], [100, 0.0026], [87, 0.0061], [81, 0.0096], [81, 0.0149]]"
betweenness,400,10,1,0.6411,212,"[[400, 0.0], [212, 0.13], [212, 0.6411]]"
degree,400,10,1,0.0043,203,"[[400, 0.0], [203, 0.0015], [203, 0.0043]]"
degree_connected,400,10,1,0.1486,212,"[[400, 0.0], [212, 0.0284], [212, 0.1486]]"
degree_discount,400,10,1,0.0163,203,"[[400, 0.0], [203, 0.0057], [203, 0.0163]]"
degree_threshold,400,10,1,0.0032,203,"[[400, 0.0], [203, 0.0011], [203, 0.0032]]"
high_thetas,400,10,1,0.0277,70,"[[400, 0.0], [200, 0.0009], [100, 0.003], [75, 0.009], [71, 0.0184], [70, 0.0277], [70, 0.0277]]"
betweenness,400,10,2,0.6347,213,"[[400, 0.0], [213, 0.1277], [213, 0.6347]]"
degree,400,10,2,0.0069,212,"[[400, 0.0], [212, 0.0015], [212, 0.0069]]"
degree_connected,400,10,2,0.1477,212,"[[400, 0.0], [212, 0.0282], [212, 0.1477]]"
degree_discount,400,10,2,0.0109,202,"[[400, 0.0], [202, 0.0056], [202, 0.0109]]"
degree_threshold,400,10,2,0.0106,112,"[[400, 0.0], [200, 0.0012], [112, 0.0032], [112, 0.0106]]"
high_thetas,400,10,2,0.0157,71,"[[400, 0.0], [200, 0.0009], [100, 0.0032], [75, 0.0072], [71, 0.0136], [71, 0.0157]]"
betweenness,400,10,3,0.3816,203,"[[400, 0.0], [203, 0.1293], [203, 0.3816]]"
degree,400,10,3,0.0028,202,"[[400, 0.0], [202, 0.0014], [202, 0.0028]]"
degree_connected,400,10,3,0.0572,202,"[[400, 0.0], [202, 0.0287], [202, 0.0572]]"
degree_discount,400,10,3,0.0163,203,"[[400, 0.0], [203, 0.0056], [203, 0.0163]]"
degree_threshold,400,10,3,0.005,102,"[[400, 0.0], [200, 0.0012], [102, 0.0031], [102, 0.005]]"
high_thetas,400,10,3,0.0193,80,"[[400, 0.0], [200, 0.0009], [100, 0.003], [87, 0.0075], [81, 0.012], [80, 0.0193], [80, 0.0193]]"
betweenness,400,10,7,0.2526,202,"[[400, 0.0], [202, 0.1265], [202, 0.2526]]"
degree,400,10,7,0.0029,202,"[[400, 0.0], [202, 0.0015], [202, 0.0029]]"
degree_connected,400,10,7,0.0882,208,"[[400, 0.0], [212, 0.0287], [208, 0.0584], [208, 0.0882]]"
degree_discount,400,10,7,0.0355,232,"[[400, 0.0], [238, 0.0059], [232, 0.0123], [232, 0.0355]]"
degree_threshold,400,10,7,0.005,102,"[[400, 0.0], [200, 0.0009], [102, 0.003], [102, 0.005]]"
high_thetas,400,10,7,0.0241,71,"[[400, 0.0], [200, 0.0009], [100, 0.0032], [75, 0.0086], [71, 0.0181], [71, 0.0241]]"
betweenness,400,10,13,0.5004,214,"[[400, 0.0], [222, 0.1243], [214, 0.2496], [214, 0.5004]]"
degree,400,10,13,0.0073,223,"[[400, 0.0], [223, 0.0013], [223, 0.0073]]"
degree_connected,400,10,13,0.1899,223,"[[400, 0.0], [223, 0.0289], [223, 0.1899]]"
degree_discount,400,10,13,0.0397,233,"[[400, 0.0], [233, 0.0055], [233, 0.0397]]"
degree_threshold,400,10,13,0.0021,202,"[[400, 0.0], [202, 0.0011], [202, 0.0021]]"
high_thetas,400,10,13,0.0272,62,"[[400, 0.0], [200, 0.0009], [100, 0.0026], [75, 0.0066], [62, 0.0135], [62, 0.0272]]"
betweenness,400,10,17,0.4999,205,"[[400, 0.0], [205, 0.1256], [205, 0.4999]]"
degree,400,10,17,0.0059,206,"[[400, 0.0], [206, 0.0016], [206, 0.0059]]"
degree_connected,400,10,17,0.1498,212,"[[400, 0.0], [212, 0.0287], [212, 0.1498]]"
degree_discount,400,10,17,0.0164,204,"[[400, 0.0], [204, 0.0056], [204, 0.0164]]"
degree_threshold,400,10,17,0.0019,202,"[[400, 0.0], [202, 0.0009], [202, 0.0019]]"
high_thetas,400,10,17,0.0195,74,"[[400, 0.0], [200, 0.0009], [100, 0.003], [75, 0.0095], [74, 0.0195], [74, 0.0195]]"
betweenness,400,10,42,0.516,205,"[[400, 0.0], [205, 0.129], [205, 0.516]]"
degree,400,10,42,0.0056,205,"[[400, 0.0], [205, 0.0014], [205, 0.0056]]"
degree_connected,400,10,42,0.1143,205,"[[400, 0.0], [205, 0.0283], [205, 0.1143]]"
degree_discount,400,10,42,0.0097,202,"[[400, 0.0], [202, 0.0049], [202, 0.0097]]"
degree_threshold,400,10,42,0.0068,103,"[[400, 0.0], [200, 0.0012], [103, 0.0031], [103, 0.0068]]"
high_thetas,400,10,42,0.014,84,"[[400, 0.0], [200, 0.0009], [100, 0.003], [87, 0.0068], [84, 0.0122], [84, 0.014]]"
betweenness,400,10,53,0.3739,204,"[[400, 0.0], [204, 0.125], [204, 0.3739]]"
degree,400,10,53,0.0061,205,"[[400, 0.0], [205, 0.0016], [205, 0.0061]]"
degree_connected,400,10,53,0.1155,205,"[[400, 0.0], [205, 0.0287], [205, 0.1155]]"
degree_discount,400,10,53,0.0276,210,"[[400, 0.0], [210, 0.0062], [210, 0.0276]]"
degree_threshold,400,10,53,0.0027,203,"[[400, 0.0], [203, 0.0009], [203, 0.0027]]"
high_thetas,400,10,53,0.0201,59,"[[400, 0.0], [200, 0.0009], [100, 0.0024], [75, 0.0052], [62, 0.0122], [59, 0.0195], [59, 0.0201]]"
betweenness,400,10,99,0.3744,204,"[[400, 0.0], [204, 0.1243], [204, 0.3744]]"
degree,400,10,99,0.0037,204,"[[400, 0.0], [204, 0.0013], [204, 0.0037]]"
degree_connected,400,10,99,0.0843,204,"[[400, 0.0], [204, 0.0279], [204, 0.0843]]"
degree_discount,400,10,99,0.0202,205,"[[400, 0.0], [205, 0.0052], [205, 0.0202]]"
degree_threshold,400,10,99,0.0068,104,"[[400, 0.0], [200, 0.0011], [104, 0.003], [104, 0.0068]]"
high_thetas,400,10,99,0.0155,87,"[[400, 0.0], [200, 0.0008], [100, 0.0038], [87, 0.009], [87, 0.0155]]"
betweenness,400,10,101,0.5214,205,"[[400, 0.0], [205, 0.1314], [205, 0.5214]]"
degree,400,10,101,0.0062,214,"[[400, 0.0], [214, 0.0013], [214, 0.0062]]"
degree_connected,400,10,101,0.1481,214,"[[400, 0.0], [214, 0.0281], [214, 0.1481]]"
degree_discount,400,10,101,0.0269,210,"[[400, 0.0], [210, 0.0052], [210, 0.0269]]"
degree_threshold,400,10,101,0.0031,203,"[[400, 0.0], [203, 0.0011], [203, 0.0031]]"
high_thetas,400,10,101,0.0149,80,"[[400, 0.0], [200, 0.0009], [100, 0.0026], [87, 0.0062], [81, 0.0096], [80, 0.0149], [80, 0.0149]]"
betweenness,400,20,1,0.6388,212,"[[400, 0.0], [212, 0.1272], [212, 0.6388]]"
degree,400,20,1,0.0064,211,"[[400, 0.0], [211, 0.0013], [211, 0.0064]]"
degree_connected,400,20,1,0.1477,212,"[[400, 0.0], [212, 0.0283], [212, 0.1477]]"
degree_discount,400,20,1,0.0265,212,"[[400, 0.0], [212, 0.0053], [212, 0.0265]]"
degree_threshold,400,20,1,0.0036,206,"[[400, 0.0], [206, 0.0009], [206, 0.0036]]"
high_thetas,400,20,1,0.0193,73,"[[400, 0.0], [200, 0.0009], [100, 0.003], [75, 0.0085], [73, 0.0174], [73, 0.0193]]"
betweenness,400,20,2,0.6325,213,"[[400, 0.0], [213, 0.1269], [213, 0.6325]]"
degree,400,20,2,0.0077,222,"[[400, 0.0], [222, 0.0014], [222, 0.0077]]"
degree_connected,400,20,2,0.1474,212,"[[400, 0.0], [212, 0.0285], [212, 0.1474]]"
degree_discount,400,20,2,0.0314,222,"[[400, 0.0], [222, 0.0051], [222, 0.0314]]"
degree_threshold,400,20,2,0.0037,205,"[[400, 0.0], [205, 0.001], [205, 0.0037]]"
high_thetas,400,20,2,0.0214,67,"[[400, 0.0], [200, 0.0009], [100, 0.0035], [75, 0.0082], [68, 0.0144], [67, 0.0214], [67, 0.0214]]"
betweenness,400,20,3,0.6276,219,"[[400, 0.0], [222, 0.1254], [219, 0.2494], [219, 0.6276]]"
degree,400,20,3,0.005,206,"[[400, 0.0], [206, 0.0013], [206, 0.005]]"
degree_connected,400,20,3,0.1148,206,"[[400, 0.0], [206, 0.0284], [206, 0.1148]]"
degree_discount,400,20,3,0.0299,222,"[[400, 0.0], [226, 0.005], [222, 0.0103], [222, 0.0299]]"
degree_threshold,400,20,3,0.0036,205,"[[400, 0.0], [205, 0.0009], [205, 0.0036]]"
high_thetas,400,20,3,0.0151,82,"[[400, 0.0], [200, 0.0009], [100, 0.0032], [87, 0.0066], [84, 0.0111], [82, 0.015], [82, 0.0151]]"
betweenness,400,20,7,0.634,209,"[[400, 0.0], [209, 0.1275], [209, 0.634]]"
degree,400,20,7,0.0066,209,"[[400, 0.0], [209, 0.0015], [209, 0.0066]]"
degree_connected,400,20,7,0.1851,220,"[[400, 0.0], [222, 0.0286], [220, 0.0591], [220, 0.1851]]"
degree_discount,400,20,7,0.0345,253,"[[400, 0.0], [253, 0.0052], [253, 0.0345]]"
degree_threshold,400,20,7,0.0027,203,"[[400, 0.0], [203, 0.0009], [203, 0.0027]]"
high_thetas,400,20,7,0.0184,75,"[[400, 0.0], [200, 0.0009], [100, 0.0033], [75, 0.0084], [75, 0.0184]]"
betweenness,400,20,13,0.7476,226,"[[400, 0.0], [226, 0.1258], [226, 0.7476]]"
degree,400,20,13,0.0069,229,"[[400, 0.0], [229, 0.0014], [229, 0.0069]]"
degree_connected,400,20,13,0.1945,229,"[[400, 0.0], [229, 0.0289], [229, 0.1945]]"
degree_discount,400,20,13,0.0314,225,"[[400, 0.0], [225, 0.0058], [225, 0.0314]]"
degree_threshold,400,20,13,0.0036,206,"[[400, 0.0], [206, 0.0009], [206, 0.0036]]"
